2037028543,38
1964697192,33
2005073772,32
2130879734,31
2157235704,30
2213196136,28
2148516594,28
2143727411,22
2325962345,22
2065349965,20
2069225890,20
2085642543,19
260767608,18
2168583588,18
2020779789,17
2323766051,17
2170673946,17
2076094691,16
1600278610,16
2051176828,16
1972044994,15
2151487447,15
2038705556,15
84227776,14
2119211033,14
2145308816,14
2013456885,14
1986320828,14
1496395573,14
2152121075,13
2102739936,13
1996075252,13
2125860377,13
2105536892,12
2021528908,12
2096464883,12
2076125099,11
2026593617,11
2102828492,11
2010221273,11
2167268951,11
2072762258,11
2052195531,11
2118898434,11
2332155253,11
1984760092,10
1495048410,10
2167370970,10
2146819273,10
1977188396,10
2063623478,10
2041755443,10
2005273020,10
2056769281,10
1981157929,10
1983558151,9
2138784324,9
2083122172,9
2151103935,9
1970501461,9
186669090,9
2085680307,9
2125186487,9
1981817354,9
2091154956,9
2033819227,9
2289299689,8
32859390,8
2104638284,8
2074138311,8
1972081555,8
2111975408,8
2101626103,8
1990077509,8
2016532746,8
1540734782,8
2118426743,8
2210423779,8
2057781725,8
2088976652,8
2137917541,8
2212898779,8
1990916000,8
2580388531,8
2010319424,7
2118474933,7
1526740462,7
1998902551,7
2032244232,7
1963743800,7
627907298,7
1582209946,7
2153367289,7
1991387883,7
1991571876,7
2113376232,7
2488512702,7
2131586477,7
2040554620,7
2060100276,7
2019400639,7
1930290056,7
2090426662,7
2085261163,7
2046826380,7
2051646064,7
2034392969,7
16242746,7
2046265901,7
1580822474,7
2117248802,7
121901878,7
2098149092,7
1903475443,7
2162480849,7
1998173242,7
1515543311,7
2133029430,6
2017011626,6
1967099639,6
1965565264,6
2000981844,6
2067298841,6
2805822774,6
1241861492,6
1982227108,6
2054674908,6
1968278133,6
2158799207,6
2104763670,6
2109200236,6
2110267251,6
2050839367,6
2027254180,6
2076571145,6
2122560194,6
2000613913,6
2108365241,6
2074537726,6
2036874707,6
2318184102,6
1975011584,6
2062594147,6
2156598602,6
38075480,6
1982095690,6
2013780216,6
2050262721,6
2334444736,6
2788746514,6
1571356903,6
2466579665,6
1998943389,6
2152242052,6
2070406205,6
2016170005,6
2089441588,6
2040549214,6
1550219794,6
1984567006,6
2054289988,6
2102256644,6
1606936601,6
2076656482,6
2067382588,6
2331141027,5
2000102737,5
39005036,5
622466777,5
2084890123,5
2145023731,5
2130306420,5
2296168307,5
2047029664,5
2121735832,5
2036003376,5
1664874609,5
2204824439,5
2097272115,5
2334553722,5
2111891265,5
2021348337,5
2281535235,5
1971576366,5
1553615793,5
2023830769,5
1936999527,5
1981044694,5
2768722495,5
2087919905,5
1990014164,5
2098590237,5
2265709894,5
2040789065,5
2069433376,5
2125044875,5
2034122851,5
2036165499,5
2396291098,5
2022249607,5
2025181504,5
2052700773,5
1991646031,5
158261550,5
1608359425,5
2034678108,5
2127894643,5
2039558214,5
2152087413,5
604244784,5
1521050458,5
2164356438,5
1973121907,5
1969685066,5
2129494404,5
135207212,5
2119333657,5
106317687,5
2030106896,5
2049981393,5
1986632066,5
2155497755,5
2046451379,5
2171979590,5
2143095230,5
182008280,5
2110750775,5
1510924284,5
